ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
2067	ERCC excision repair 1, endonuclease non-catalytic subunit(ERCC1)	Homo sapiens				GO:0000710~meiotic mismatch repair,GO:0000720~pyrimidine dimer repair by nucleotide-excision repair,GO:0001302~replicative cell aging,GO:0006281~DNA repair,GO:0006283~transcription-coupled nucleotide-excision repair,GO:0006289~nucleotide-excision repair,GO:0006293~nucleotide-excision repair, preincision complex stabilization,GO:0006295~nucleotide-excision repair, DNA incision, 3'-to lesion,GO:0006296~nucleotide-excision repair, DNA incision, 5'-to lesion,GO:0006302~double-strand break repair,GO:0006310~DNA recombination,GO:0006312~mitotic recombination,GO:0006949~syncytium formation,GO:0006979~response to oxidative stress,GO:0007283~spermatogenesis,GO:0007584~response to nutrient,GO:0008283~cell proliferation,GO:0008584~male gonad development,GO:0009650~UV protection,GO:0009744~response to sucrose,GO:0010165~response to X-ray,GO:0010259~multicellular organism aging,GO:0032205~negative regulation of telomere maintenance,GO:0033683~nucleotide-excision repair, DNA incision,GO:0035166~post-embryonic hemopoiesis,GO:0035264~multicellular organism growth,GO:0036297~interstrand cross-link repair,GO:0045190~isotype switching,GO:0048477~oogenesis,GO:0048568~embryonic organ development,GO:0070911~global genome nucleotide-excision repair,GO:0070914~UV-damage excision repair,GO:0090656~t-circle formation,GO:1904431~positive regulation of t-circle formation,	GO:0000109~nucleotide-excision repair complex,GO:0000110~nucleotide-excision repair factor 1 complex,GO:0000784~nuclear chromosome, telomeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005669~transcription factor TFIID complex,GO:0005737~cytoplasm,GO:0070522~ERCC4-ERCC1 complex,	GO:0000014~single-stranded DNA endodeoxyribonuclease activity,GO:0001094~TFIID-class transcription factor binding,GO:0003684~damaged DNA binding,GO:0003697~single-stranded DNA binding,GO:0004519~endonuclease activity,GO:0005515~protein binding,GO:0008022~protein C-terminus binding,GO:0019904~protein domain specific binding,GO:0043566~structure-specific DNA binding,	IPR004579:DNA repair protein rad10,IPR010994:RuvA domain 2-like,IPR011335:Restriction endonuclease  type II-like,	hsa03420:Nucleotide excision repair,hsa03460:Fanconi anemia pathway,	610758~Cerebrooculofacioskeletal syndrome 4,			3D-structure,Acetylation,Alternative splicing,Cataract,Complete proteome,Cytoplasm,DNA damage,DNA repair,DNA-binding,Endonuclease,Hydrolase,Nuclease,Nucleus,Polymorphism,Proteomics identification,Reference proteome,	chain:DNA excision repair protein ERCC-1,helix,sequence variant,short sequence motif:Nuclear localization signal,strand,
692224	FBXO22 antisense RNA 1(FBXO22-AS1)	Homo sapiens													chain:F-box only protein 22,domain:F-box,modified residue,sequence conflict,splice variant,
2175	Fanconi anemia complementation group A(FANCA)	Homo sapiens		h_atrbrcaPathway:Role of BRCA1,  BRCA2 and ATR in Cancer Susceptibility,h_bard1Pathway:BRCA1-dependent Ub-ligase activity,		GO:0006281~DNA repair,GO:0006461~protein complex assembly,GO:0007140~male meiosis,GO:0008584~male gonad development,GO:0008585~female gonad development,GO:0036297~interstrand cross-link repair,GO:0042127~regulation of cell proliferation,GO:0045589~regulation of regulatory T cell differentiation,GO:0050727~regulation of inflammatory response,GO:0051090~regulation of sequence-specific DNA binding transcription factor activity,GO:2000348~regulation of CD40 signaling pathway,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0043240~Fanconi anaemia nuclear complex,	GO:0005515~protein binding,	IPR003516:Fanconi anaemia group A protein,	hsa03460:Fanconi anemia pathway,	227650~Fanconi anemia, complementation group A,			Alternative splicing,Complete proteome,Cytoplasm,Disease mutation,DNA damage,DNA repair,Fanconi anemia,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Signal,	chain:Fanconi anemia group A protein,modified residue,sequence variant,short sequence motif:Nuclear localization signal,splice variant,
55215	Fanconi anemia complementation group I(FANCI)	Homo sapiens				GO:0006281~DNA repair,GO:0007095~mitotic G2 DNA damage checkpoint,GO:0031398~positive regulation of protein ubiquitination,GO:0036297~interstrand cross-link repair,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,	GO:0003677~DNA binding,GO:0005515~protein binding,GO:0070182~DNA polymerase binding,	IPR026171:Fanconi anemia group I protein,	hsa03460:Fanconi anemia pathway,	609053~Fanconi anemia, complementation group I,			Alternative splicing,Cell cycle,Complete proteome,Direct protein sequencing,Disease mutation,DNA damage,DNA repair,DNA-binding,Fanconi anemia,Isopeptide bond,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ubl conjugation,	chain:Fanconi anemia group I protein,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),modified residue,sequence conflict,sequence variant,splice variant,
55120	Fanconi anemia complementation group L(FANCL)	Homo sapiens				GO:0006281~DNA repair,GO:0006513~protein monoubiquitination,GO:0006974~cellular response to DNA damage stimulus,GO:0007276~gamete generation,GO:0036297~interstrand cross-link repair,GO:0042127~regulation of cell proliferation,	GO:0005635~nuclear envelope,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0043240~Fanconi anaemia nuclear complex,	GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0016874~ligase activity,GO:0031625~ubiquitin protein ligase binding,GO:0046872~metal ion binding,GO:0061630~ubiquitin protein ligase activity,	IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR019162:Fanconi anemia complex, subunit FancL, WD-repeat containing domain,IPR026848:E3 ubiquitin-protein ligase FANCL,	hsa03460:Fanconi anemia pathway,hsa04120:Ubiquitin mediated proteolysis,	614083~Fanconi anemia, complementation group L,			3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,DNA damage,DNA repair,Fanconi anemia,Ligase,Metal-binding,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Ubl conjugation,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase FANCL,mutagenesis site,sequence conflict,sequence variant,zinc finger region:RING-type,
80233	Fanconi anemia core complex associated protein 100(FAAP100)	Homo sapiens				GO:0006281~DNA repair,GO:0036297~interstrand cross-link repair,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0043240~Fanconi anaemia nuclear complex,GO:0045111~intermediate filament cytoskeleton,	GO:0003677~DNA binding,GO:0005515~protein binding,		hsa03460:Fanconi anemia pathway,				Alternative splicing,Complete proteome,DNA damage,DNA repair,DNA-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Fanconi anemia-associated protein of 100 kDa,sequence conflict,sequence variant,splice variant,
199990	Fanconi anemia core complex associated protein 20(FAAP20)	Homo sapiens				GO:0006974~cellular response to DNA damage stimulus,GO:0019985~translesion synthesis,GO:0036297~interstrand cross-link repair,	GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0030054~cell junction,GO:0043240~Fanconi anaemia nuclear complex,	GO:0005515~protein binding,GO:0031593~polyubiquitin binding,GO:0043130~ubiquitin binding,GO:0046872~metal ion binding,GO:0070530~K63-linked polyubiquitin binding,						3D-structure,Alternative splicing,Chromosome,Complete proteome,DNA damage,DNA repair,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Zinc,Zinc-finger,	chain:Uncharacterized protein C1orf86,sequence conflict,sequence variant,splice variant,
2774	G protein subunit alpha L(GNAL)	Homo sapiens				GO:0007165~signal transduction,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007190~activation of adenylate cyclase activity,GO:0007191~adenylate cyclase-activating dopamine receptor signaling pathway,GO:0007193~adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,GO:0007608~sensory perception of smell,	GO:0005886~plasma membrane,GO:0070062~extracellular exosome,	GO:0003924~GTPase activity,GO:0004871~signal transducer activity,GO:0005525~GTP binding,GO:0031683~G-protein beta/gamma-subunit complex binding,GO:0046872~metal ion binding,	IPR000367:G-protein alpha subunit, group S,IPR001019:Guanine nucleotide binding protein (G-protein), alpha subunit,IPR011025:G protein alpha subunit, helical insertion,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa04020:Calcium signaling pathway,hsa04728:Dopaminergic synapse,hsa04740:Olfactory transduction,hsa05012:Parkinson's disease,hsa05142:Chagas disease (American trypanosomiasis),hsa05146:Amoebiasis,	615073~Dystonia 25,		SM00275:SM00275,	ADP-ribosylation,Alternative splicing,Complete proteome,Disease mutation,Dystonia,GTP-binding,Isopeptide bond,Lipoprotein,Magnesium,Metal-binding,Nucleotide-binding,Palmitate,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transducer,Ubl conjugation,	chain:Guanine nucleotide-binding protein G(olf) subunit alpha,lipid moiety-binding region:N-palmitoyl glycine,lipid moiety-binding region:S-palmitoyl cysteine,modified residue,nucleotide phosphate-binding region:GTP,
29899	G-protein signaling modulator 2(GPSM2)	Homo sapiens				GO:0000132~establishment of mitotic spindle orientation,GO:0007052~mitotic spindle organization,GO:0007186~G-protein coupled receptor signaling pathway,GO:0050790~regulation of catalytic activity,GO:0051661~maintenance of centrosome location,GO:0060487~lung epithelial cell differentiation,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005938~cell cortex,GO:0045177~apical part of cell,GO:0097431~mitotic spindle pole,	GO:0000166~nucleotide binding,GO:0001965~G-protein alpha-subunit binding,GO:0005092~GDP-dissociation inhibitor activity,GO:0005515~protein binding,GO:0030695~GTPase regulator activity,GO:0042802~identical protein binding,	IPR003109:GoLoco motif,IPR011990:Tetratricopeptide-like helical,IPR013026:Tetratricopeptide repeat-containing domain,IPR019734:Tetratricopeptide repeat,		604213~Chudley-McCullough syndrome,		SM00028:TPR,SM00390:GoLoco,	3D-structure,Complete proteome,Cytoplasm,Cytoskeleton,Deafness,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,TPR repeat,	chain:G-protein-signaling modulator 2,domain:GoLoco 1,domain:GoLoco 2,domain:GoLoco 3,domain:GoLoco 4,modified residue,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,repeat:TPR 4,repeat:TPR 5,repeat:TPR 6,repeat:TPR 7,repeat:TPR 8,sequence conflict,
2551	GA binding protein transcription factor alpha subunit(GABPA)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001701~in utero embryonic development,GO:0006366~transcription from RNA polymerase II promoter,GO:0007005~mitochondrion organization,GO:0030154~cell differentiation,GO:0045653~negative regulation of megakaryocyte differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,GO:0046982~protein heterodimerization activity,	IPR000418:Ets domain,IPR003118:Pointed domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR013761:Sterile alpha motif/pointed domain,IPR016312:Transcription factor, GA-binding, alpha subunit,IPR024668:GA-binding protein alpha subunit, N-terminal,			PIRSF001703:GA-binding transcription factor,alpha subunit ,	SM00251:SAM_PNT,SM00413:ETS,	Complete proteome,DNA-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:GA-binding protein alpha chain,DNA-binding region:ETS,domain:PNT,sequence conflict,sequence variant,
11010	GLI pathogenesis related 1(GLIPR1)	Homo sapiens					GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,		IPR001283:Allergen V5/Tpx-1-related,IPR002413:Ves allergen,IPR014044:CAP domain,IPR018244:Allergen V5/Tpx-1-related, conserved site,				SM00198:SCP,	3D-structure,Alternative splicing,Complete proteome,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Glioma pathogenesis-related protein 1,sequence conflict,sequence variant,signal peptide,transmembrane region,
404266	HOXB cluster antisense RNA 3(HOXB-AS3)	Homo sapiens													chain:Putative uncharacterized protein LOC404266,
57710	KIAA1614(KIAA1614)	Homo sapiens												Alternative splicing,Complete proteome,Polymorphism,Reference proteome,	chain:Uncharacterized protein KIAA1614,compositionally biased region:Ser-rich,sequence conflict,sequence variant,splice variant,
51747	LUC7 like 3 pre-mRNA splicing factor(LUC7L3)	Homo sapiens				GO:0006376~mRNA splice site selection,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005685~U1 snRNP,GO:0016607~nuclear speck,GO:0071004~U2-type prespliceosome,	GO:0003677~DNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR004882:LUC7-related,					Acetylation,Alternative splicing,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ubl conjugation,	chain:Luc7-like protein 3,compositionally biased region:Arg/Ser-rich,compositionally biased region:Glu-rich,modified residue,sequence conflict,splice variant,
116372	LY6/PLAUR domain containing 1(LYPD1)	Homo sapiens				GO:0001662~behavioral fear response,GO:0001775~cell activation,GO:0007271~synaptic transmission, cholinergic,GO:0035094~response to nicotine,GO:0095500~acetylcholine receptor signaling pathway,GO:1903077~negative regulation of protein localization to plasma membrane,GO:2000272~negative regulation of receptor activity,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0031225~anchored component of membrane,	GO:0030550~acetylcholine receptor inhibitor activity,GO:0033130~acetylcholine receptor binding,						Alternative splicing,Cell membrane,Complete proteome,Glycoprotein,GPI-anchor,Lipoprotein,Membrane,Reference proteome,Signal,	chain:Ly6/PLAUR domain-containing protein 1,domain:UPAR/Ly6,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated serine,propeptide:Removed in mature form,sequence conflict,signal peptide,splice variant,
23101	MCF.2 cell line derived transforming sequence-like 2(MCF2L2)	Homo sapiens				GO:0035023~regulation of Rho protein signal transduction,GO:0043547~positive regulation of GTPase activity,		GO:0005089~Rho guanyl-nucleotide exchange factor activity,	IPR000219:Dbl homology (DH) domain,IPR001251:CRAL-TRIO domain,IPR001849:Pleckstrin homology domain,IPR011993:Pleckstrin homology-like domain,IPR018159:Spectrin/alpha-actinin,				SM00150:SPEC,SM00233:PH,SM00325:RhoGEF,SM00516:SEC14,	Alternative splicing,Complete proteome,Diabetes mellitus,Guanine-nucleotide releasing factor,Polymorphism,Reference proteome,	chain:Probable guanine nucleotide exchange factor MCF2L2,domain:CRAL-TRIO,domain:DH,domain:PH,repeat:Spectrin,sequence conflict,sequence variant,splice variant,
57409	MIF4G domain containing(MIF4GD)	Homo sapiens				GO:0006417~regulation of translation,	GO:0005730~nucleolus,GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0008022~protein C-terminus binding,	IPR003890:MIF4G-like, type 3,IPR016021:MIF4-like, type 1/2/3,IPR016024:Armadillo-type fold,				SM00543:MIF4G,	Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Proteomics identification,Reference proteome,Translation regulation,	chain:MIF4G domain-containing protein,domain:MIF4G,splice variant,
150291	MORC2 antisense RNA 1(MORC2-AS1)	Homo sapiens													chain:Uncharacterized protein C22orf27,
84864	MYC induced nuclear antigen(MINA)	Homo sapiens			Function unknown,	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0018193~peptidyl-amino acid modification,GO:0042254~ribosome biogenesis,GO:0043687~post-translational protein modification,GO:0045892~negative regulation of transcription, DNA-templated,GO:0055114~oxidation-reduction process,	GO:0005634~nucleus,GO:0005667~transcription factor complex,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0001191~transcriptional repressor activity, RNA polymerase II transcription factor binding,GO:0005506~iron ion binding,GO:0016706~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors,GO:0042802~identical protein binding,	IPR003347:JmjC domain,					3D-structure,Alternative splicing,Complete proteome,Dioxygenase,Iron,Metal-binding,Nucleus,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ribosome biogenesis,Transcription,Transcription regulation,	chain:MYC-induced nuclear antigen,domain:JmjC,sequence conflict,sequence variant,splice variant,
